,Zeit,Weseler Straße (gesamt),Weseler Straße FR stadteinwärts,Weseler Straße FR stadtauswärts,Wetter,Temperatur (°C),Luftfeuchtigkeit (%),Gefühlte Temperatur (°C),Regen (mm),Wind (km/h)
,22. Mrz. 2018 16:00,244,151,93,Leichter Regenfall,6,90,3,0,15
,22. Mrz. 2018 17:00,209,133,76,Stellenweiser Regenfall,6,92,3,0,13
,22. Mrz. 2018 18:00,227,128,99,Stellenweiser Regenfall,6,93,4,0,12
,22. Mrz. 2018 19:00,171,91,80,Stellenweiser Regenfall,6,94,4,0,11
,22. Mrz. 2018 20:00,100,60,40,Leichter Nebel,6,95,4,0,10
,22. Mrz. 2018 21:00,90,43,47,Leichter Nebel,6,97,4,0,9
,22. Mrz. 2018 22:00,67,25,42,Leichter Nebel,5,97,3,0,9
,22. Mrz. 2018 23:00,34,16,18,Nebel,5,97,3,0,10
,23. Mrz. 2018 00:00,18,4,14,Nebel,5,97,3,0,10
,23. Mrz. 2018 01:00,9,2,7,Nebel,5,97,3,0,10
,23. Mrz. 2018 02:00,9,3,6,Leichter Nebel,5,97,2,0,9
,23. Mrz. 2018 03:00,6,2,4,Leichter Nebel,4,97,2,0,9
,23. Mrz. 2018 04:00,8,6,2,Leichter Nebel,4,97,2,0,9
,23. Mrz. 2018 05:00,14,5,9,Nebel,4,97,2,0,8
,23. Mrz. 2018 06:00,74,41,33,Nebel,4,98,2,0,8
,23. Mrz. 2018 07:00,274,183,91,Nebel,4,97,2,0,9
,23. Mrz. 2018 08:00,204,132,72,Nebel,5,96,2,0,10
,23. Mrz. 2018 09:00,181,108,73,Nebel,5,95,3,0,10
,23. Mrz. 2018 10:00,113,73,40,Nebel,6,91,3,0,12
,23. Mrz. 2018 11:00,129,86,43,Nieselregen,7,86,4,0,13
,23. Mrz. 2018 12:00,149,91,58,Nieselregen,7,82,5,0,14
,23. Mrz. 2018 13:00,212,117,95,Nieselregen,8,79,5,0,14
,23. Mrz. 2018 14:00,213,111,102,Stellenweiser Regenfall,8,77,6,0,14
,23. Mrz. 2018 15:00,237,150,87,Stellenweiser Regenfall,9,74,6,0,14
,23. Mrz. 2018 16:00,195,125,70,Stellenweiser Regenfall,8,76,6,0,13
,23. Mrz. 2018 17:00,178,109,69,Bewölkt,8,77,6,0,12
,23. Mrz. 2018 18:00,159,87,72,Bewölkt,8,79,6,0,11
,23. Mrz. 2018 19:00,164,76,88,Bewölkt,7,80,5,0,12
,23. Mrz. 2018 20:00,97,49,48,Bedeckt,7,82,5,0,12
,23. Mrz. 2018 21:00,60,32,28,Bedeckt,7,83,4,0,12
,23. Mrz. 2018 22:00,53,33,20,Bedeckt,6,83,4,0,12
,23. Mrz. 2018 23:00,53,27,26,Bedeckt,6,83,3,0,12
,24. Mrz. 2018 00:00,60,31,29,Bedeckt,5,83,3,0,11
,24. Mrz. 2018 01:00,32,17,15,Bedeckt,4,84,2,0,11
,24. Mrz. 2018 02:00,24,10,14,Bewölkt,4,86,1,0,10
,24. Mrz. 2018 03:00,22,12,10,Bewölkt,3,88,0,0,9
,24. Mrz. 2018 04:00,11,2,9,Bewölkt,2,89,-1,0,9
,24. Mrz. 2018 05:00,13,6,7,Leicht bewölkt,2,90,-1,0,9
,24. Mrz. 2018 06:00,14,9,5,Leicht bewölkt,1,91,-1,0,8
,24. Mrz. 2018 07:00,33,14,19,Leicht bewölkt,3,86,0,0,8
,24. Mrz. 2018 08:00,45,33,12,Bewölkt,4,81,2,0,8
,24. Mrz. 2018 09:00,109,83,26,Bewölkt,5,76,4,0,8
,24. Mrz. 2018 10:00,160,122,38,Bewölkt,7,71,5,0,8
,24. Mrz. 2018 11:00,161,118,43,Leicht bewölkt,8,65,7,0,8
,24. Mrz. 2018 12:00,199,125,74,Leicht bewölkt,9,59,8,0,8
,24. Mrz. 2018 13:00,163,89,74,Leicht bewölkt,10,58,9,0,8
,24. Mrz. 2018 14:00,149,94,55,Bewölkt,10,56,9,0,9
,24. Mrz. 2018 15:00,140,78,62,Bewölkt,11,54,10,0,9
,24. Mrz. 2018 16:00,147,84,63,Bewölkt,10,58,9,0,10
,24. Mrz. 2018 17:00,132,81,51,Bewölkt,9,62,8,0,10
,24. Mrz. 2018 18:00,136,76,60,Bewölkt,8,66,7,0,11
,24. Mrz. 2018 19:00,130,77,53,Bewölkt,7,69,5,0,11
,24. Mrz. 2018 20:00,102,55,47,Leicht bewölkt,6,73,4,0,11
,24. Mrz. 2018 21:00,54,27,27,Leicht bewölkt,5,77,3,0,10
,24. Mrz. 2018 22:00,45,15,30,Leicht bewölkt,5,78,3,0,10
,24. Mrz. 2018 23:00,60,24,36,Leicht bewölkt,4,79,2,0,9
,25. Mrz. 2018 00:00,30,14,16,Leicht bewölkt,4,81,2,0,9
,25. Mrz. 2018 01:00,35,18,17,Leicht bewölkt,3,81,1,0,8
,25. Mrz. 2018 03:00,18,9,9,Leicht bewölkt,3,83,1,0,6
,25. Mrz. 2018 04:00,16,4,12,Leicht bewölkt,3,84,1,0,6
,25. Mrz. 2018 05:00,15,8,7,Leicht bewölkt,2,85,1,0,5
,25. Mrz. 2018 06:00,11,8,3,Leicht bewölkt,2,85,1,0,5
,25. Mrz. 2018 07:00,10,8,2,Leicht bewölkt,3,81,3,0,4
,25. Mrz. 2018 08:00,17,9,8,Leicht bewölkt,5,76,4,0,4
,25. Mrz. 2018 09:00,43,37,6,Leicht bewölkt,6,72,6,0,4
,25. Mrz. 2018 10:00,55,43,12,Leicht bewölkt,7,67,7,0,4
,25. Mrz. 2018 11:00,57,34,23,Leicht bewölkt,9,62,9,0,3
,25. Mrz. 2018 12:00,66,35,31,Leicht bewölkt,11,57,11,0,3
,25. Mrz. 2018 13:00,85,46,39,Leicht bewölkt,11,56,11,0,5
,25. Mrz. 2018 14:00,93,58,35,Leicht bewölkt,11,55,11,0,6
,25. Mrz. 2018 15:00,103,51,52,Leicht bewölkt,12,54,11,0,7
,25. Mrz. 2018 16:00,109,53,56,Leicht bewölkt,11,56,10,0,8
,25. Mrz. 2018 17:00,110,70,40,Bedeckt,10,59,9,0,9
,25. Mrz. 2018 18:00,97,55,42,Bedeckt,10,61,8,0,9
,25. Mrz. 2018 19:00,73,38,35,Bedeckt,9,64,8,0,9
,25. Mrz. 2018 20:00,73,32,41,Bewölkt,9,66,7,0,8
,25. Mrz. 2018 21:00,48,23,25,Bewölkt,8,68,7,0,8
,25. Mrz. 2018 22:00,25,8,17,Bewölkt,8,70,7,0,7
,25. Mrz. 2018 23:00,17,4,13,Bedeckt,8,72,6,0,7
,26. Mrz. 2018 00:00,17,7,10,Bedeckt,7,74,6,0,6
,26. Mrz. 2018 01:00,6,3,3,Bedeckt,7,78,5,0,7
,26. Mrz. 2018 02:00,1,0,1,Bedeckt,6,82,5,0,8
,26. Mrz. 2018 03:00,4,2,2,Bedeckt,6,86,4,0,8
,26. Mrz. 2018 04:00,7,6,1,Bedeckt,5,88,3,0,8
,26. Mrz. 2018 05:00,20,12,8,Nieselregen,5,91,3,0,8
,26. Mrz. 2018 06:00,62,29,33,Nieselregen,4,94,2,0,8
,26. Mrz. 2018 07:00,185,105,80,Nieselregen,5,89,3,0,9
,26. Mrz. 2018 08:00,209,122,87,Leichter Nebel,5,85,3,0,9
,26. Mrz. 2018 09:00,146,95,51,Leichter Nebel,6,80,4,0,9
,26. Mrz. 2018 10:00,126,94,32,Leichter Nebel,7,73,5,0,10
,26. Mrz. 2018 11:00,117,81,36,Leicht bewölkt,8,65,6,0,10
,26. Mrz. 2018 12:00,136,100,36,Leicht bewölkt,9,58,7,0,11
,26. Mrz. 2018 13:00,162,99,63,Leicht bewölkt,9,55,7,0,12
,26. Mrz. 2018 14:00,164,89,75,Bedeckt,9,53,7,0,12
,26. Mrz. 2018 15:00,230,149,81,Bedeckt,10,50,8,0,12
,26. Mrz. 2018 16:00,269,178,91,Bedeckt,9,52,8,0,11
,26. Mrz. 2018 17:00,281,181,100,Leicht bewölkt,9,54,7,0,10
,26. Mrz. 2018 18:00,211,111,100,Leicht bewölkt,8,56,7,0,9
,26. Mrz. 2018 19:00,173,82,91,Leicht bewölkt,8,60,6,0,8
,26. Mrz. 2018 20:00,108,60,48,Leichter Regenschauer,7,65,6,0,7
,26. Mrz. 2018 21:00,50,29,21,Leichter Regenschauer,6,69,5,0,5
,26. Mrz. 2018 22:00,46,21,25,Leichter Regenschauer,6,71,5,0,5
,26. Mrz. 2018 23:00,34,19,15,Stellenweiser Regenfall,5,74,5,0,4
,27. Mrz. 2018 00:00,15,3,12,Stellenweiser Regenfall,5,76,5,0,3
,27. Mrz. 2018 01:00,9,2,7,Stellenweiser Regenfall,5,76,4,0,4
,27. Mrz. 2018 02:00,3,1,2,Leichter Regenschauer,4,76,4,0,5
,27. Mrz. 2018 03:00,2,1,1,Leichter Regenschauer,4,77,3,0,6
,27. Mrz. 2018 04:00,8,6,2,Leichter Regenschauer,4,79,2,0,6
,27. Mrz. 2018 05:00,15,6,9,Stellenweiser Regenfall,3,81,2,0,7
,27. Mrz. 2018 06:00,59,28,31,Stellenweiser Regenfall,3,84,1,0,7
,27. Mrz. 2018 07:00,181,91,90,Stellenweiser Regenfall,4,80,2,0,8
,27. Mrz. 2018 08:00,203,129,74,Stellenweiser Regenfall,5,76,3,0,8
,27. Mrz. 2018 09:00,157,108,49,Stellenweiser Regenfall,6,73,4,0,8
,27. Mrz. 2018 10:00,123,91,32,Stellenweiser Regenfall,7,66,5,0,9
,27. Mrz. 2018 11:00,126,84,42,Leicht bewölkt,8,59,6,0,9
,27. Mrz. 2018 12:00,123,78,45,Leicht bewölkt,9,53,8,0,9
,27. Mrz. 2018 13:00,144,85,59,Leicht bewölkt,9,50,8,0,10
,27. Mrz. 2018 14:00,142,79,63,Leicht bewölkt,10,48,8,0,10
,27. Mrz. 2018 15:00,188,125,63,Leicht bewölkt,10,46,9,0,10
,27. Mrz. 2018 16:00,243,160,83,Leicht bewölkt,10,53,8,0,11
,27. Mrz. 2018 17:00,221,136,85,Bewölkt,9,60,7,0,11
,27. Mrz. 2018 18:00,196,110,86,Bewölkt,8,67,6,0,11
,27. Mrz. 2018 19:00,126,65,61,Bewölkt,8,73,6,0,11
,27. Mrz. 2018 20:00,80,43,37,Leichter Regenfall,7,79,5,0,12
,27. Mrz. 2018 21:00,67,43,24,Leichter Regenfall,7,85,4,0,12
,27. Mrz. 2018 22:00,35,15,20,Leichter Regenfall,7,86,4,0,11
,27. Mrz. 2018 23:00,33,13,20,Leichter Regenfall,7,88,4,1,10
,28. Mrz. 2018 00:00,14,2,12,Leichter Regenfall,7,90,5,1,9
,28. Mrz. 2018 01:00,12,4,8,Leichter Regenfall,6,91,4,0,8
,28. Mrz. 2018 02:00,8,0,8,Leichter Regenfall,6,91,4,0,7
,28. Mrz. 2018 03:00,8,4,4,Leichter Regenfall,5,92,4,0,6
,28. Mrz. 2018 04:00,6,5,1,Leichter Regenfall,5,93,4,0,6
,28. Mrz. 2018 05:00,15,7,8,Stellenweiser Regenfall,5,93,4,0,6
,28. Mrz. 2018 06:00,76,40,36,Stellenweiser Regenfall,5,94,4,0,5
,28. Mrz. 2018 07:00,142,74,68,Stellenweiser Regenfall,6,93,4,0,6
,28. Mrz. 2018 08:00,204,130,74,Leichter Nebel,6,93,5,0,6
,28. Mrz. 2018 09:00,135,91,44,Leichter Nebel,6,92,5,0,7
,28. Mrz. 2018 10:00,113,82,31,Leichter Nebel,7,90,6,0,7
,28. Mrz. 2018 11:00,114,89,25,Nieselregen,8,87,6,0,8
,28. Mrz. 2018 12:00,131,80,51,Nieselregen,8,84,7,0,8
,28. Mrz. 2018 13:00,114,71,43,Nieselregen,9,83,7,0,9
,28. Mrz. 2018 14:00,148,79,69,Nieselregen,9,83,7,0,10
,28. Mrz. 2018 15:00,103,68,35,Nieselregen,9,82,7,0,12
,28. Mrz. 2018 16:00,150,107,43,Nieselregen,9,84,7,1,11
,28. Mrz. 2018 17:00,130,83,47,Leichter Regenfall,8,87,7,1,11
,28. Mrz. 2018 18:00,112,72,40,Leichter Regenfall,8,90,6,1,10
,28. Mrz. 2018 19:00,98,57,41,Leichter Regenfall,8,91,5,1,14
,28. Mrz. 2018 20:00,73,39,34,Mäßiger Regenfall,7,92,5,1,18
,28. Mrz. 2018 21:00,56,25,31,Mäßiger Regenfall,7,93,4,1,23
,28. Mrz. 2018 22:00,46,22,24,Mäßiger Regenfall,7,91,3,1,25
,28. Mrz. 2018 23:00,13,7,6,Leichter Regenfall,6,89,2,1,28
,29. Mrz. 2018 00:00,15,7,8,Leichter Regenfall,5,88,1,1,30
,29. Mrz. 2018 01:00,14,5,9,Leichter Regenfall,5,87,0,1,29
,29. Mrz. 2018 02:00,5,1,4,Mäßiger Regenfall,4,86,-1,0,27
,29. Mrz. 2018 03:00,8,3,5,Mäßiger Regenfall,4,86,-1,0,25
,29. Mrz. 2018 04:00,8,5,3,Mäßiger Regenfall,3,87,-1,0,23
,29. Mrz. 2018 05:00,17,9,8,Leichter Schneefall,3,88,-1,0,21
,29. Mrz. 2018 06:00,51,26,25,Leichter Schneefall,3,89,-1,0,19
,29. Mrz. 2018 07:00,108,59,49,Leichter Schneefall,4,88,-1,0,19
,29. Mrz. 2018 08:00,131,92,39,Stellenweiser Regenfall,4,86,0,0,18
,29. Mrz. 2018 09:00,133,102,31,Stellenweiser Regenfall,5,85,1,0,18
,29. Mrz. 2018 10:00,105,71,34,Stellenweiser Regenfall,6,79,2,0,18
,29. Mrz. 2018 11:00,116,78,38,Stellenweiser Regenfall,7,74,3,0,19
,29. Mrz. 2018 12:00,127,89,38,Stellenweiser Regenfall,8,69,4,0,19
,29. Mrz. 2018 13:00,144,104,40,Stellenweiser Regenfall,8,65,5,0,18
,29. Mrz. 2018 14:00,148,97,51,Leichter Regenschauer,8,61,6,0,18
,29. Mrz. 2018 15:00,168,111,57,Leichter Regenschauer,9,58,6,0,17
,29. Mrz. 2018 16:00,189,121,68,Leichter Regenschauer,8,60,6,0,14
,29. Mrz. 2018 17:00,197,127,70,Leichter Regenschauer,8,63,6,0,11
,29. Mrz. 2018 18:00,180,104,76,Leichter Regenschauer,7,65,6,0,8
,29. Mrz. 2018 19:00,160,93,67,Leichter Regenschauer,6,68,5,0,8
,29. Mrz. 2018 20:00,109,61,48,Stellenweiser Regenfall,6,71,4,0,7
,29. Mrz. 2018 21:00,76,40,36,Stellenweiser Regenfall,5,74,3,0,6
,29. Mrz. 2018 22:00,49,23,26,Stellenweiser Regenfall,4,75,3,0,7
,29. Mrz. 2018 23:00,42,21,21,Leicht bewölkt,4,76,2,0,8
,30. Mrz. 2018 00:00,34,7,27,Leicht bewölkt,4,77,1,0,9
,30. Mrz. 2018 01:00,22,7,15,Leicht bewölkt,3,78,1,0,10
,30. Mrz. 2018 02:00,12,3,9,Bedeckt,3,79,0,0,11
,30. Mrz. 2018 03:00,5,4,1,Bedeckt,3,80,0,0,12
,30. Mrz. 2018 04:00,8,4,4,Bedeckt,3,80,0,0,12
,30. Mrz. 2018 05:00,9,3,6,Bewölkt,3,81,0,0,12
,30. Mrz. 2018 06:00,15,13,2,Bewölkt,3,81,0,0,12
,30. Mrz. 2018 07:00,8,6,2,Bewölkt,5,77,2,0,14
,30. Mrz. 2018 08:00,11,8,3,Bedeckt,6,72,3,0,15
,30. Mrz. 2018 09:00,31,15,16,Bedeckt,8,68,5,0,16
,30. Mrz. 2018 10:00,67,54,13,Bedeckt,9,63,7,0,17
,30. Mrz. 2018 11:00,46,27,19,Leicht bewölkt,11,57,9,0,17
,30. Mrz. 2018 12:00,64,42,22,Leicht bewölkt,12,52,10,0,18
,30. Mrz. 2018 13:00,77,45,32,Leicht bewölkt,13,51,11,0,19
,30. Mrz. 2018 14:00,80,55,25,Leicht bewölkt,13,51,11,0,20
,30. Mrz. 2018 15:00,86,58,28,Leicht bewölkt,13,51,12,0,21
,30. Mrz. 2018 16:00,90,52,38,Leicht bewölkt,13,54,11,0,20
,30. Mrz. 2018 17:00,93,50,43,Leicht bewölkt,12,58,10,0,20
,30. Mrz. 2018 18:00,68,39,29,Leicht bewölkt,11,62,9,0,19
,30. Mrz. 2018 19:00,95,56,39,Leicht bewölkt,10,64,8,0,18
,30. Mrz. 2018 20:00,49,29,20,Leicht bewölkt,9,67,7,0,17
,30. Mrz. 2018 21:00,39,17,22,Leicht bewölkt,9,70,6,0,17
,30. Mrz. 2018 22:00,29,11,18,Leicht bewölkt,8,73,6,0,16
,30. Mrz. 2018 23:00,20,8,12,Bewölkt,8,77,5,0,16
,31. Mrz. 2018 00:00,23,7,16,Bewölkt,7,81,5,0,16
,31. Mrz. 2018 01:00,9,5,4,Bewölkt,7,84,4,0,14
,31. Mrz. 2018 02:00,6,0,6,Leichter Regenfall,6,88,4,0,12
,31. Mrz. 2018 03:00,6,3,3,Leichter Regenfall,6,91,4,0,10
,31. Mrz. 2018 04:00,3,2,1,Leichter Regenfall,6,92,4,0,9
,31. Mrz. 2018 05:00,9,3,6,Leichter Nebel,5,93,4,0,8
,31. Mrz. 2018 06:00,14,11,3,Leichter Nebel,5,94,3,0,7
,31. Mrz. 2018 07:00,24,16,8,Leichter Nebel,6,90,4,0,8
,31. Mrz. 2018 08:00,49,40,9,Leichter Nebel,7,85,5,0,8
,31. Mrz. 2018 09:00,82,67,15,Leichter Nebel,7,81,6,0,9
,31. Mrz. 2018 10:00,130,115,15,Leichter Nebel,8,75,7,0,9
,31. Mrz. 2018 11:00,142,116,26,Leicht bewölkt,9,68,8,0,10
,31. Mrz. 2018 12:00,123,83,40,Leicht bewölkt,10,62,9,0,10
,31. Mrz. 2018 13:00,138,92,46,Leicht bewölkt,11,61,9,0,10
,31. Mrz. 2018 14:00,129,74,55,Bewölkt,11,60,10,0,11
,31. Mrz. 2018 15:00,149,98,51,Bewölkt,11,58,10,0,11
,31. Mrz. 2018 16:00,121,73,48,Bewölkt,10,64,9,0,12
,31. Mrz. 2018 17:00,100,47,53,Bewölkt,9,69,8,0,12
,31. Mrz. 2018 18:00,88,56,32,Bewölkt,9,74,7,0,12
,31. Mrz. 2018 19:00,75,36,39,Bewölkt,7,79,5,0,11
,31. Mrz. 2018 20:00,62,28,34,Stellenweiser Regenfall,6,84,4,0,11
,31. Mrz. 2018 21:00,38,20,18,Stellenweiser Regenfall,5,88,3,0,10
,31. Mrz. 2018 22:00,32,15,17,Stellenweiser Regenfall,4,90,2,0,9
,31. Mrz. 2018 23:00,45,17,28,Leicht bewölkt,4,92,1,0,9
,1. Apr. 2018 00:00,29,14,15,Leicht bewölkt,3,93,1,0,8
,1. Apr. 2018 01:00,10,7,3,Leicht bewölkt,3,92,0,0,8
,1. Apr. 2018 02:00,8,3,5,Leicht bewölkt,3,91,0,0,9
,1. Apr. 2018 03:00,12,6,6,Leicht bewölkt,2,90,0,0,9
,1. Apr. 2018 04:00,4,3,1,Leicht bewölkt,2,90,0,0,9
,1. Apr. 2018 05:00,9,5,4,Nieselregen,2,91,0,0,9
,1. Apr. 2018 06:00,3,1,2,Nieselregen,2,91,0,1,9
,1. Apr. 2018 07:00,5,3,2,Nieselregen,2,92,-1,1,9
,1. Apr. 2018 08:00,10,7,3,Mäßiger Regenfall,2,92,-1,1,10
,1. Apr. 2018 09:00,13,12,1,Mäßiger Regenfall,2,93,-1,1,11
,1. Apr. 2018 10:00,20,13,7,Mäßiger Regenfall,3,89,0,1,11
,1. Apr. 2018 11:00,24,13,11,Leichter Eisregen,4,86,1,1,10
,1. Apr. 2018 12:00,31,19,12,Leichter Eisregen,5,82,2,1,10
,1. Apr. 2018 13:00,26,17,9,Leichter Eisregen,6,78,3,1,11
,1. Apr. 2018 14:00,33,19,14,Stellenweiser leichter Regenfall,6,73,4,0,12
,1. Apr. 2018 15:00,32,20,12,Stellenweiser leichter Regenfall,7,69,5,0,13
,1. Apr. 2018 16:00,49,35,14,Stellenweiser leichter Regenfall,7,70,5,0,13
,1. Apr. 2018 17:00,46,24,22,Leicht bewölkt,7,72,4,0,12
,1. Apr. 2018 18:00,34,19,15,Leicht bewölkt,6,74,4,0,12
,1. Apr. 2018 19:00,48,31,17,Leicht bewölkt,5,76,3,0,10
,1. Apr. 2018 20:00,36,25,11,Leicht bewölkt,5,79,2,0,9
,1. Apr. 2018 21:00,31,19,12,Leicht bewölkt,4,82,2,0,7
,1. Apr. 2018 22:00,23,13,10,Leicht bewölkt,4,83,2,0,6
,1. Apr. 2018 23:00,19,10,9,Leicht bewölkt,3,84,2,0,5
,2. Apr. 2018 00:00,13,4,9,Leicht bewölkt,3,84,2,0,4
,2. Apr. 2018 01:00,14,5,9,Leicht bewölkt,3,86,2,0,4
,2. Apr. 2018 02:00,4,1,3,Bedeckt,3,88,2,0,4
,2. Apr. 2018 03:00,2,1,1,Bedeckt,3,89,2,0,4
,2. Apr. 2018 04:00,6,2,4,Bedeckt,3,91,2,0,4
,2. Apr. 2018 05:00,7,1,6,Bedeckt,3,92,2,0,5
,2. Apr. 2018 06:00,7,3,4,Bedeckt,3,94,1,0,5
,2. Apr. 2018 07:00,6,4,2,Bedeckt,4,89,2,0,6
,2. Apr. 2018 08:00,10,10,0,Leichter Nebel,5,84,3,0,8
,2. Apr. 2018 09:00,32,26,6,Leichter Nebel,6,79,4,0,9
,2. Apr. 2018 10:00,80,64,16,Leichter Nebel,7,72,6,0,10
,2. Apr. 2018 11:00,81,49,32,Bewölkt,9,66,7,0,11
,2. Apr. 2018 12:00,72,40,32,Bewölkt,10,60,9,0,12
,2. Apr. 2018 13:00,82,34,48,Bewölkt,11,59,9,0,12
,2. Apr. 2018 14:00,104,56,48,Bewölkt,12,59,10,0,13
,2. Apr. 2018 15:00,69,36,33,Bewölkt,12,58,11,0,14
,2. Apr. 2018 16:00,88,46,42,Bewölkt,12,62,10,0,14
,2. Apr. 2018 17:00,53,31,22,Bedeckt,11,67,10,0,13
,2. Apr. 2018 18:00,69,46,23,Bedeckt,11,71,9,0,13
,2. Apr. 2018 19:00,55,35,20,Bedeckt,10,73,9,0,13
,2. Apr. 2018 20:00,61,33,28,Bewölkt,10,75,8,0,14
,2. Apr. 2018 21:00,29,15,14,Bewölkt,10,77,8,0,14
,2. Apr. 2018 22:00,22,11,11,Bewölkt,10,78,7,0,15
,2. Apr. 2018 23:00,19,7,12,Stellenweiser Regenfall,10,80,7,0,16
,3. Apr. 2018 00:00,7,4,3,Stellenweiser Regenfall,10,81,7,0,18
,3. Apr. 2018 01:00,5,2,3,Stellenweiser Regenfall,10,83,7,0,18
,3. Apr. 2018 02:00,7,3,4,Bewölkt,10,86,7,0,19
,3. Apr. 2018 03:00,1,1,0,Bewölkt,10,88,7,0,19
,3. Apr. 2018 04:00,9,5,4,Bewölkt,10,89,7,0,18
,3. Apr. 2018 05:00,15,7,8,Nieselregen,9,90,7,0,17
,3. Apr. 2018 06:00,64,34,30,Nieselregen,9,91,7,0,17
,3. Apr. 2018 07:00,179,94,85,Nieselregen,10,87,8,0,18
,3. Apr. 2018 08:00,186,109,77,Stellenweiser Nieselregen,11,82,9,0,19
,3. Apr. 2018 09:00,126,92,34,Stellenweiser Nieselregen,12,77,11,0,21
,3. Apr. 2018 10:00,151,116,35,Stellenweiser Nieselregen,14,72,12,0,22
,3. Apr. 2018 11:00,129,82,47,Leicht bewölkt,15,66,14,0,23
,3. Apr. 2018 12:00,127,68,59,Leicht bewölkt,17,61,16,0,24
,3. Apr. 2018 13:00,155,99,56,Leicht bewölkt,17,60,17,0,24
,3. Apr. 2018 14:00,175,106,69,Leicht bewölkt,17,60,17,0,23
,3. Apr. 2018 15:00,183,130,53,Leicht bewölkt,18,59,18,0,23
,3. Apr. 2018 16:00,226,156,70,Leicht bewölkt,17,63,16,0,22
,3. Apr. 2018 17:00,265,155,110,Leichter Regenschauer,16,66,15,0,21
,3. Apr. 2018 18:00,231,134,97,Leichter Regenschauer,15,69,13,0,21
,3. Apr. 2018 19:00,148,86,62,Leichter Regenschauer,14,73,12,0,20
,3. Apr. 2018 20:00,127,65,62,Leichter Regenschauer,13,76,11,0,19
,3. Apr. 2018 21:00,83,46,37,Leichter Regenschauer,12,79,10,0,18
,3. Apr. 2018 22:00,50,16,34,Leichter Regenschauer,11,80,9,0,18
,3. Apr. 2018 23:00,39,13,26,Leicht bewölkt,11,81,9,0,17
,4. Apr. 2018 00:00,23,6,17,Leicht bewölkt,11,81,9,0,17
,4. Apr. 2018 01:00,9,4,5,Leicht bewölkt,10,84,8,0,16
,4. Apr. 2018 02:00,5,0,5,Bedeckt,10,86,8,0,16
,4. Apr. 2018 03:00,3,1,2,Bedeckt,9,89,7,0,15
,4. Apr. 2018 04:00,7,5,2,Bedeckt,9,90,7,0,13
,4. Apr. 2018 05:00,17,9,8,Stellenweiser Regenfall,9,91,7,0,12
,4. Apr. 2018 06:00,75,39,36,Stellenweiser Regenfall,8,92,6,0,11
,4. Apr. 2018 07:00,177,80,97,Stellenweiser Regenfall,9,87,8,0,12
,4. Apr. 2018 08:00,226,143,83,Stellenweiser Regenfall,11,82,9,0,13
,4. Apr. 2018 09:00,171,129,42,Stellenweiser Regenfall,12,77,11,0,14
,4. Apr. 2018 10:00,121,91,30,Stellenweiser Regenfall,12,78,11,0,15
,4. Apr. 2018 11:00,137,95,42,Leicht bewölkt,13,78,11,0,16
,4. Apr. 2018 12:00,144,83,61,Leicht bewölkt,13,78,12,0,18
,4. Apr. 2018 13:00,162,102,60,Leicht bewölkt,13,78,12,1,18
,4. Apr. 2018 14:00,141,80,61,Leichter Regenfall,13,78,12,1,19
,4. Apr. 2018 15:00,180,116,64,Leichter Regenfall,13,78,12,1,20
,4. Apr. 2018 16:00,216,139,77,Leichter Regenfall,13,79,11,1,19
,4. Apr. 2018 17:00,271,160,111,Leichter Regenfall,12,80,11,0,18
,4. Apr. 2018 18:00,204,120,84,Leichter Regenfall,12,81,10,0,16
,4. Apr. 2018 19:00,213,123,90,Leichter Regenfall,11,83,9,0,16
,4. Apr. 2018 20:00,124,63,61,Stellenweiser leichter Regenfall,10,84,8,0,16
,4. Apr. 2018 21:00,85,51,34,Stellenweiser leichter Regenfall,10,86,7,0,15
,4. Apr. 2018 22:00,88,45,43,Stellenweiser leichter Regenfall,9,87,7,0,16
,4. Apr. 2018 23:00,62,20,42,Leicht bewölkt,9,87,7,0,16
,5. Apr. 2018 00:00,37,15,22,Leicht bewölkt,9,87,6,0,16
,5. Apr. 2018 01:00,29,11,18,Leicht bewölkt,8,88,6,0,16
,5. Apr. 2018 02:00,12,2,10,Stellenweise Gewitter und Niederschläge,8,89,5,0,16
,5. Apr. 2018 03:00,12,3,9,Stellenweise Gewitter und Niederschläge,8,90,5,0,17
,5. Apr. 2018 04:00,8,6,2,Stellenweise Gewitter und Niederschläge,8,89,5,0,18
,5. Apr. 2018 05:00,23,15,8,Leichter Regenschauer,8,89,5,0,20
,5. Apr. 2018 06:00,64,34,30,Leichter Regenschauer,8,88,5,0,22
,5. Apr. 2018 07:00,158,80,78,Leichter Regenschauer,8,86,5,0,24
,5. Apr. 2018 08:00,204,129,75,Leichter Regenschauer,8,84,5,0,26
,5. Apr. 2018 09:00,99,73,26,Leichter Regenschauer,8,82,5,0,28
,5. Apr. 2018 10:00,85,59,26,Leichter Regenschauer,8,79,5,0,30
,5. Apr. 2018 11:00,73,47,26,Leichter Regenschauer,9,76,5,0,33
,5. Apr. 2018 12:00,101,70,31,Leichter Regenschauer,9,72,4,0,35
,5. Apr. 2018 13:00,102,76,26,Leichter Regenschauer,8,73,4,0,34
,5. Apr. 2018 14:00,101,72,29,Leichter Regenschauer,7,73,3,0,34
,5. Apr. 2018 15:00,153,99,54,Leichter Regenschauer,7,74,2,0,33
