Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Thrissur,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,68.0
Thrissur,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,163.0
Thrissur,Impacting Vehicle/Object,Bicycles,Greviously Injured,0.0
Thrissur,Impacting Vehicle/Object,Bicycles,Persons Killed,0.0
Thrissur,Impacting Vehicle/Object,Bicycles,Minor Injury,0.0
Thrissur,Impacting Vehicle/Object,Bicycles,Total number of Accidents,0.0
Thrissur,Impacting Vehicle/Object,Buses,Greviously Injured,38.0
Thrissur,Impacting Vehicle/Object,Buses,Persons Killed,5.0
Thrissur,Impacting Vehicle/Object,Buses,Minor Injury,20.0
Thrissur,Impacting Vehicle/Object,Buses,Total number of Accidents,60.0
Thrissur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,389.0
Thrissur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,42.0
Thrissur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,215.0
Thrissur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,512.0
Thrissur,Impacting Vehicle/Object,Other Non,Greviously Injured,28.0
Thrissur,Impacting Vehicle/Object,Other Non,Persons Killed,3.0
Thrissur,Impacting Vehicle/Object,Other Non,Minor Injury,12.0
Thrissur,Impacting Vehicle/Object,Other Non,Total number of Accidents,36.0
Thrissur,Impacting Vehicle/Object,Others,Greviously Injured,1.0
Thrissur,Impacting Vehicle/Object,Others,Persons Killed,0.0
Thrissur,Impacting Vehicle/Object,Others,Minor Injury,1.0
Thrissur,Impacting Vehicle/Object,Others,Total number of Accidents,2.0
Thrissur,Impacting Vehicle/Object,Pedestrian,Greviously Injured,0.0
Thrissur,Impacting Vehicle/Object,Pedestrian,Persons Killed,0.0
Thrissur,Impacting Vehicle/Object,Pedestrian,Minor Injury,0.0
Thrissur,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,0.0
Thrissur,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,52.0
Thrissur,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,21.0
Thrissur,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,48.0
Thrissur,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,82.0
Thrissur,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,472.0
Thrissur,Impacting Vehicle/Object,Two Wheelers,Persons Killed,52.0
Thrissur,Impacting Vehicle/Object,Two Wheelers,Minor Injury,166.0
Thrissur,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,609.0
Tiruchirapalli,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,2.0
Tiruchirapalli,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,17.0
Tiruchirapalli,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,10.0
Tiruchirapalli,Impacting Vehicle/Object,Bicycles,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Bicycles,Persons Killed,5.0
Tiruchirapalli,Impacting Vehicle/Object,Bicycles,Minor Injury,7.0
Tiruchirapalli,Impacting Vehicle/Object,Bicycles,Total number of Accidents,12.0
Tiruchirapalli,Impacting Vehicle/Object,Buses,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Buses,Persons Killed,1.0
Tiruchirapalli,Impacting Vehicle/Object,Buses,Minor Injury,6.0
Tiruchirapalli,Impacting Vehicle/Object,Buses,Total number of Accidents,8.0
Tiruchirapalli,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,3.0
Tiruchirapalli,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,39.0
Tiruchirapalli,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,32.0
Tiruchirapalli,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Other Non,Persons Killed,0.0
Tiruchirapalli,Impacting Vehicle/Object,Other Non,Minor Injury,0.0
Tiruchirapalli,Impacting Vehicle/Object,Other Non,Total number of Accidents,0.0
Tiruchirapalli,Impacting Vehicle/Object,Others,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Others,Persons Killed,0.0
Tiruchirapalli,Impacting Vehicle/Object,Others,Minor Injury,0.0
Tiruchirapalli,Impacting Vehicle/Object,Others,Total number of Accidents,0.0
Tiruchirapalli,Impacting Vehicle/Object,Pedestrian,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Pedestrian,Persons Killed,30.0
Tiruchirapalli,Impacting Vehicle/Object,Pedestrian,Minor Injury,67.0
Tiruchirapalli,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,82.0
Tiruchirapalli,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,1.0
Tiruchirapalli,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,6.0
Tiruchirapalli,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,7.0
Tiruchirapalli,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,0.0
Tiruchirapalli,Impacting Vehicle/Object,Two Wheelers,Persons Killed,45.0
Tiruchirapalli,Impacting Vehicle/Object,Two Wheelers,Minor Injury,259.0
Tiruchirapalli,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,247.0
Vadodra,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,9.0
Vadodra,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,4.0
Vadodra,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,15.0
Vadodra,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,16.0
Vadodra,Impacting Vehicle/Object,Bicycles,Greviously Injured,10.0
Vadodra,Impacting Vehicle/Object,Bicycles,Persons Killed,5.0
Vadodra,Impacting Vehicle/Object,Bicycles,Minor Injury,5.0
Vadodra,Impacting Vehicle/Object,Bicycles,Total number of Accidents,19.0
Vadodra,Impacting Vehicle/Object,Buses,Greviously Injured,1.0
Vadodra,Impacting Vehicle/Object,Buses,Persons Killed,1.0
Vadodra,Impacting Vehicle/Object,Buses,Minor Injury,16.0
Vadodra,Impacting Vehicle/Object,Buses,Total number of Accidents,7.0
Vadodra,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,12.0
Vadodra,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,6.0
Vadodra,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,10.0
Vadodra,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,55.0
Vadodra,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0
Vadodra,Impacting Vehicle/Object,Other Non,Persons Killed,0.0
Vadodra,Impacting Vehicle/Object,Other Non,Minor Injury,0.0
Vadodra,Impacting Vehicle/Object,Other Non,Total number of Accidents,0.0
Vadodra,Impacting Vehicle/Object,Others,Greviously Injured,0.0
Vadodra,Impacting Vehicle/Object,Others,Persons Killed,0.0
Vadodra,Impacting Vehicle/Object,Others,Minor Injury,0.0
Vadodra,Impacting Vehicle/Object,Others,Total number of Accidents,0.0
Vadodra,Impacting Vehicle/Object,Pedestrian,Greviously Injured,44.0
Vadodra,Impacting Vehicle/Object,Pedestrian,Persons Killed,46.0
Vadodra,Impacting Vehicle/Object,Pedestrian,Minor Injury,19.0
Vadodra,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,108.0
Vadodra,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,17.0
Vadodra,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,20.0
Vadodra,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,5.0
Vadodra,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,22.0
Vadodra,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,148.0
Vadodra,Impacting Vehicle/Object,Two Wheelers,Persons Killed,71.0
Vadodra,Impacting Vehicle/Object,Two Wheelers,Minor Injury,97.0
Vadodra,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,254.0
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,12.0
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,22.0
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,11.0
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,42.0
Varanasi,Impacting Vehicle/Object,Bicycles,Greviously Injured,17.0
Varanasi,Impacting Vehicle/Object,Bicycles,Persons Killed,13.0
Varanasi,Impacting Vehicle/Object,Bicycles,Minor Injury,13.0
Varanasi,Impacting Vehicle/Object,Bicycles,Total number of Accidents,42.0
Varanasi,Impacting Vehicle/Object,Buses,Greviously Injured,21.0
Varanasi,Impacting Vehicle/Object,Buses,Persons Killed,24.0
Varanasi,Impacting Vehicle/Object,Buses,Minor Injury,12.0
Varanasi,Impacting Vehicle/Object,Buses,Total number of Accidents,48.0
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,28.0
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,32.0
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,21.0
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,63.0
Varanasi,Impacting Vehicle/Object,Other Non,Greviously Injured,10.0
Varanasi,Impacting Vehicle/Object,Other Non,Persons Killed,10.0
Varanasi,Impacting Vehicle/Object,Other Non,Minor Injury,7.0
Varanasi,Impacting Vehicle/Object,Other Non,Total number of Accidents,20.0
Varanasi,Impacting Vehicle/Object,Others,Greviously Injured,23.0
Varanasi,Impacting Vehicle/Object,Others,Persons Killed,33.0
Varanasi,Impacting Vehicle/Object,Others,Minor Injury,15.0
Varanasi,Impacting Vehicle/Object,Others,Total number of Accidents,56.0
Varanasi,Impacting Vehicle/Object,Pedestrian,Greviously Injured,26.0
Varanasi,Impacting Vehicle/Object,Pedestrian,Persons Killed,15.0
Varanasi,Impacting Vehicle/Object,Pedestrian,Minor Injury,14.0
Varanasi,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,53.0
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,23.0
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,33.0
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,14.0
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,60.0
Varanasi,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,22.0
Varanasi,Impacting Vehicle/Object,Two Wheelers,Persons Killed,31.0
Varanasi,Impacting Vehicle/Object,Two Wheelers,Minor Injury,16.0
Varanasi,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,61.0
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,32.0
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,8.0
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,45.0
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,43.0
Vijaywada city,Impacting Vehicle/Object,Bicycles,Greviously Injured,8.0
Vijaywada city,Impacting Vehicle/Object,Bicycles,Persons Killed,16.0
Vijaywada city,Impacting Vehicle/Object,Bicycles,Minor Injury,19.0
Vijaywada city,Impacting Vehicle/Object,Bicycles,Total number of Accidents,38.0
Vijaywada city,Impacting Vehicle/Object,Buses,Greviously Injured,6.0
Vijaywada city,Impacting Vehicle/Object,Buses,Persons Killed,3.0
Vijaywada city,Impacting Vehicle/Object,Buses,Minor Injury,2.0
Vijaywada city,Impacting Vehicle/Object,Buses,Total number of Accidents,9.0
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,21.0
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,15.0
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,32.0
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,96.0
Vijaywada city,Impacting Vehicle/Object,Other Non,Greviously Injured,3.0
Vijaywada city,Impacting Vehicle/Object,Other Non,Persons Killed,1.0
Vijaywada city,Impacting Vehicle/Object,Other Non,Minor Injury,3.0
Vijaywada city,Impacting Vehicle/Object,Other Non,Total number of Accidents,6.0
Vijaywada city,Impacting Vehicle/Object,Others,Greviously Injured,0.0
Vijaywada city,Impacting Vehicle/Object,Others,Persons Killed,0.0
Vijaywada city,Impacting Vehicle/Object,Others,Minor Injury,0.0
Vijaywada city,Impacting Vehicle/Object,Others,Total number of Accidents,5.0
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Greviously Injured,74.0
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Persons Killed,72.0
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Minor Injury,144.0
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,267.0
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,5.0
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,8.0
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,3.0
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,16.0
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,260.0
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Persons Killed,151.0
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Minor Injury,320.0
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,592.0
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,52.0
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,5.0
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,23.0
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,63.0
Vizaq,Impacting Vehicle/Object,Bicycles,Greviously Injured,15.0
Vizaq,Impacting Vehicle/Object,Bicycles,Persons Killed,5.0
Vizaq,Impacting Vehicle/Object,Bicycles,Minor Injury,5.0
Vizaq,Impacting Vehicle/Object,Bicycles,Total number of Accidents,21.0
Vizaq,Impacting Vehicle/Object,Buses,Greviously Injured,21.0
Vizaq,Impacting Vehicle/Object,Buses,Persons Killed,2.0
Vizaq,Impacting Vehicle/Object,Buses,Minor Injury,9.0
Vizaq,Impacting Vehicle/Object,Buses,Total number of Accidents,28.0
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,29.0
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,7.0
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,20.0
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,172.0
Vizaq,Impacting Vehicle/Object,Other Non,Greviously Injured,13.0
Vizaq,Impacting Vehicle/Object,Other Non,Persons Killed,5.0
Vizaq,Impacting Vehicle/Object,Other Non,Minor Injury,12.0
Vizaq,Impacting Vehicle/Object,Other Non,Total number of Accidents,29.0
Vizaq,Impacting Vehicle/Object,Others,Greviously Injured,9.0
Vizaq,Impacting Vehicle/Object,Others,Persons Killed,25.0
Vizaq,Impacting Vehicle/Object,Others,Minor Injury,16.0
Vizaq,Impacting Vehicle/Object,Others,Total number of Accidents,81.0
Vizaq,Impacting Vehicle/Object,Pedestrian,Greviously Injured,240.0
Vizaq,Impacting Vehicle/Object,Pedestrian,Persons Killed,82.0
Vizaq,Impacting Vehicle/Object,Pedestrian,Minor Injury,57.0
Vizaq,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,361.0
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,13.0
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,8.0
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,6.0
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,93.0
Vizaq,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,402.0
Vizaq,Impacting Vehicle/Object,Two Wheelers,Persons Killed,116.0
Vizaq,Impacting Vehicle/Object,Two Wheelers,Minor Injury,240.0
Vizaq,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,917.0
Agra,Weather,Foggy and Misty,Greviously Injured,77.0
Agra,Weather,Foggy and Misty,Minor Injury,59.0
Agra,Weather,Foggy and Misty,Persons Killed,107.0
Agra,Weather,Foggy and Misty,Total number of Accidents,215.0
Agra,Weather,Foggy and Misty,Total Injured,136.0
Agra,Weather,Hail/Sleet,Greviously Injured,42.0
Agra,Weather,Hail/Sleet,Minor Injury,23.0
Agra,Weather,Hail/Sleet,Persons Killed,35.0
Agra,Weather,Hail/Sleet,Total number of Accidents,59.0
Agra,Weather,Hail/Sleet,Total Injured,65.0
Agra,Weather,Others,Greviously Injured,77.0
Agra,Weather,Others,Minor Injury,21.0
Agra,Weather,Others,Persons Killed,127.0
Agra,Weather,Others,Total number of Accidents,195.0
Agra,Weather,Others,Total Injured,98.0
Agra,Weather,Rainy,Greviously Injured,87.0
Agra,Weather,Rainy,Minor Injury,78.0
Agra,Weather,Rainy,Persons Killed,123.0
Agra,Weather,Rainy,Total number of Accidents,240.0
Agra,Weather,Rainy,Total Injured,165.0
Agra,Weather,Sunny/Clear,Greviously Injured,94.0
Agra,Weather,Sunny/Clear,Minor Injury,75.0
Agra,Weather,Sunny/Clear,Persons Killed,122.0
Agra,Weather,Sunny/Clear,Total number of Accidents,197.0
Agra,Weather,Sunny/Clear,Total Injured,169.0
Ahmedabad,Weather,Foggy and Misty,Greviously Injured,0.0
Ahmedabad,Weather,Foggy and Misty,Minor Injury,0.0
Ahmedabad,Weather,Foggy and Misty,Persons Killed,0.0
Ahmedabad,Weather,Foggy and Misty,Total number of Accidents,0.0
Ahmedabad,Weather,Foggy and Misty,Total Injured,0.0
Ahmedabad,Weather,Hail/Sleet,Greviously Injured,0.0
Ahmedabad,Weather,Hail/Sleet,Minor Injury,0.0
Ahmedabad,Weather,Hail/Sleet,Persons Killed,0.0
Ahmedabad,Weather,Hail/Sleet,Total number of Accidents,0.0
Ahmedabad,Weather,Hail/Sleet,Total Injured,0.0
Ahmedabad,Weather,Others,Greviously Injured,0.0
Ahmedabad,Weather,Others,Minor Injury,0.0
Ahmedabad,Weather,Others,Persons Killed,0.0
Ahmedabad,Weather,Others,Total number of Accidents,0.0
Ahmedabad,Weather,Others,Total Injured,0.0
Ahmedabad,Weather,Rainy,Greviously Injured,0.0
Ahmedabad,Weather,Rainy,Minor Injury,0.0
Ahmedabad,Weather,Rainy,Persons Killed,0.0
Ahmedabad,Weather,Rainy,Total number of Accidents,0.0
Ahmedabad,Weather,Rainy,Total Injured,0.0
Ahmedabad,Weather,Sunny/Clear,Greviously Injured,476.0
Ahmedabad,Weather,Sunny/Clear,Minor Injury,310.0
Ahmedabad,Weather,Sunny/Clear,Persons Killed,340.0
Ahmedabad,Weather,Sunny/Clear,Total number of Accidents,1185.0
Ahmedabad,Weather,Sunny/Clear,Total Injured,786.0
Allahabad(Prayagraj),Weather,Foggy and Misty,Greviously Injured,22.0
Allahabad(Prayagraj),Weather,Foggy and Misty,Minor Injury,116.0
Allahabad(Prayagraj),Weather,Foggy and Misty,Persons Killed,98.0
Allahabad(Prayagraj),Weather,Foggy and Misty,Total number of Accidents,213.0
Allahabad(Prayagraj),Weather,Foggy and Misty,Total Injured,138.0
Allahabad(Prayagraj),Weather,Hail/Sleet,Greviously Injured,23.0
Allahabad(Prayagraj),Weather,Hail/Sleet,Minor Injury,114.0
Allahabad(Prayagraj),Weather,Hail/Sleet,Persons Killed,92.0
Allahabad(Prayagraj),Weather,Hail/Sleet,Total number of Accidents,216.0
Allahabad(Prayagraj),Weather,Hail/Sleet,Total Injured,137.0
Allahabad(Prayagraj),Weather,Others,Greviously Injured,24.0
Allahabad(Prayagraj),Weather,Others,Minor Injury,99.0
Allahabad(Prayagraj),Weather,Others,Persons Killed,107.0
Allahabad(Prayagraj),Weather,Others,Total number of Accidents,209.0
Allahabad(Prayagraj),Weather,Others,Total Injured,123.0
Allahabad(Prayagraj),Weather,Rainy,Greviously Injured,21.0
Allahabad(Prayagraj),Weather,Rainy,Minor Injury,128.0
Allahabad(Prayagraj),Weather,Rainy,Persons Killed,92.0
Allahabad(Prayagraj),Weather,Rainy,Total number of Accidents,209.0
Allahabad(Prayagraj),Weather,Rainy,Total Injured,149.0
Allahabad(Prayagraj),Weather,Sunny/Clear,Greviously Injured,31.0
Allahabad(Prayagraj),Weather,Sunny/Clear,Minor Injury,154.0
Allahabad(Prayagraj),Weather,Sunny/Clear,Persons Killed,128.0
Allahabad(Prayagraj),Weather,Sunny/Clear,Total number of Accidents,305.0
Allahabad(Prayagraj),Weather,Sunny/Clear,Total Injured,185.0
Amritsar,Weather,Foggy and Misty,Greviously Injured,1.0
Amritsar,Weather,Foggy and Misty,Minor Injury,1.0
Amritsar,Weather,Foggy and Misty,Persons Killed,5.0
Amritsar,Weather,Foggy and Misty,Total number of Accidents,6.0
Amritsar,Weather,Foggy and Misty,Total Injured,2.0
Amritsar,Weather,Hail/Sleet,Greviously Injured,0.0
Amritsar,Weather,Hail/Sleet,Minor Injury,2.0
Amritsar,Weather,Hail/Sleet,Persons Killed,1.0
Amritsar,Weather,Hail/Sleet,Total number of Accidents,2.0
Amritsar,Weather,Hail/Sleet,Total Injured,2.0
Amritsar,Weather,Others,Greviously Injured,6.0
Amritsar,Weather,Others,Minor Injury,9.0
Amritsar,Weather,Others,Persons Killed,19.0
Amritsar,Weather,Others,Total number of Accidents,32.0
Amritsar,Weather,Others,Total Injured,15.0
Amritsar,Weather,Rainy,Greviously Injured,0.0
Amritsar,Weather,Rainy,Minor Injury,0.0
Amritsar,Weather,Rainy,Persons Killed,0.0
Amritsar,Weather,Rainy,Total number of Accidents,0.0
Amritsar,Weather,Rainy,Total Injured,0.0
Amritsar,Weather,Sunny/Clear,Greviously Injured,31.0
Amritsar,Weather,Sunny/Clear,Minor Injury,9.0
Amritsar,Weather,Sunny/Clear,Persons Killed,41.0
Amritsar,Weather,Sunny/Clear,Total number of Accidents,60.0
Amritsar,Weather,Sunny/Clear,Total Injured,40.0
Asansol Durgapur,Weather,Foggy and Misty,Greviously Injured,33.0
Asansol Durgapur,Weather,Foggy and Misty,Minor Injury,6.0
Asansol Durgapur,Weather,Foggy and Misty,Persons Killed,36.0
Asansol Durgapur,Weather,Foggy and Misty,Total number of Accidents,48.0
Asansol Durgapur,Weather,Foggy and Misty,Total Injured,39.0
Asansol Durgapur,Weather,Hail/Sleet,Greviously Injured,1.0
Asansol Durgapur,Weather,Hail/Sleet,Minor Injury,0.0
Asansol Durgapur,Weather,Hail/Sleet,Persons Killed,0.0
Asansol Durgapur,Weather,Hail/Sleet,Total number of Accidents,1.0
Asansol Durgapur,Weather,Hail/Sleet,Total Injured,1.0
Asansol Durgapur,Weather,Others,Greviously Injured,85.0
Asansol Durgapur,Weather,Others,Minor Injury,25.0
Asansol Durgapur,Weather,Others,Persons Killed,150.0
Asansol Durgapur,Weather,Others,Total number of Accidents,190.0
Asansol Durgapur,Weather,Others,Total Injured,110.0
Asansol Durgapur,Weather,Rainy,Greviously Injured,1.0
Asansol Durgapur,Weather,Rainy,Minor Injury,0.0
Asansol Durgapur,Weather,Rainy,Persons Killed,1.0
Asansol Durgapur,Weather,Rainy,Total number of Accidents,2.0
Asansol Durgapur,Weather,Rainy,Total Injured,1.0
Asansol Durgapur,Weather,Sunny/Clear,Greviously Injured,83.0
Asansol Durgapur,Weather,Sunny/Clear,Minor Injury,12.0
Asansol Durgapur,Weather,Sunny/Clear,Persons Killed,128.0
Asansol Durgapur,Weather,Sunny/Clear,Total number of Accidents,187.0
Asansol Durgapur,Weather,Sunny/Clear,Total Injured,95.0
Aurangabad,Weather,Foggy and Misty,Greviously Injured,0.0
Aurangabad,Weather,Foggy and Misty,Minor Injury,0.0
Aurangabad,Weather,Foggy and Misty,Persons Killed,0.0
Aurangabad,Weather,Foggy and Misty,Total number of Accidents,0.0
Aurangabad,Weather,Foggy and Misty,Total Injured,0.0
Aurangabad,Weather,Hail/Sleet,Greviously Injured,0.0
Aurangabad,Weather,Hail/Sleet,Minor Injury,0.0
Aurangabad,Weather,Hail/Sleet,Persons Killed,0.0
Aurangabad,Weather,Hail/Sleet,Total number of Accidents,0.0
Aurangabad,Weather,Hail/Sleet,Total Injured,0.0
Aurangabad,Weather,Others,Greviously Injured,0.0
Aurangabad,Weather,Others,Minor Injury,0.0
Aurangabad,Weather,Others,Persons Killed,0.0
Aurangabad,Weather,Others,Total number of Accidents,0.0
Aurangabad,Weather,Others,Total Injured,0.0
Aurangabad,Weather,Rainy,Greviously Injured,2.0
Aurangabad,Weather,Rainy,Minor Injury,0.0
Aurangabad,Weather,Rainy,Persons Killed,1.0
Aurangabad,Weather,Rainy,Total number of Accidents,3.0
Aurangabad,Weather,Rainy,Total Injured,2.0
Aurangabad,Weather,Sunny/Clear,Greviously Injured,218.0
Aurangabad,Weather,Sunny/Clear,Minor Injury,73.0
Aurangabad,Weather,Sunny/Clear,Persons Killed,135.0
Aurangabad,Weather,Sunny/Clear,Total number of Accidents,403.0
Aurangabad,Weather,Sunny/Clear,Total Injured,291.0
Bengaluru,Weather,Foggy and Misty,Greviously Injured,66.0
Bengaluru,Weather,Foggy and Misty,Minor Injury,13.0
Bengaluru,Weather,Foggy and Misty,Persons Killed,29.0
Bengaluru,Weather,Foggy and Misty,Total number of Accidents,104.0
Bengaluru,Weather,Foggy and Misty,Total Injured,79.0
Bengaluru,Weather,Hail/Sleet,Greviously Injured,0.0
Bengaluru,Weather,Hail/Sleet,Minor Injury,0.0
Bengaluru,Weather,Hail/Sleet,Persons Killed,0.0
Bengaluru,Weather,Hail/Sleet,Total number of Accidents,0.0
Bengaluru,Weather,Hail/Sleet,Total Injured,0.0
Bengaluru,Weather,Others,Greviously Injured,0.0
Bengaluru,Weather,Others,Minor Injury,0.0
Bengaluru,Weather,Others,Persons Killed,0.0
Bengaluru,Weather,Others,Total number of Accidents,0.0
Bengaluru,Weather,Others,Total Injured,0.0
Bengaluru,Weather,Rainy,Greviously Injured,46.0
Bengaluru,Weather,Rainy,Minor Injury,37.0
Bengaluru,Weather,Rainy,Persons Killed,30.0
Bengaluru,Weather,Rainy,Total number of Accidents,115.0
Bengaluru,Weather,Rainy,Total Injured,83.0
Bengaluru,Weather,Sunny/Clear,Greviously Injured,1595.0
Bengaluru,Weather,Sunny/Clear,Minor Injury,994.0
Bengaluru,Weather,Sunny/Clear,Persons Killed,587.0
Bengaluru,Weather,Sunny/Clear,Total number of Accidents,3014.0
Bengaluru,Weather,Sunny/Clear,Total Injured,2589.0
Bhopal,Weather,Foggy and Misty,Greviously Injured,11.0
Bhopal,Weather,Foggy and Misty,Minor Injury,37.0
Bhopal,Weather,Foggy and Misty,Persons Killed,11.0
Bhopal,Weather,Foggy and Misty,Total number of Accidents,59.0
Bhopal,Weather,Foggy and Misty,Total Injured,48.0
Bhopal,Weather,Hail/Sleet,Greviously Injured,2.0
